,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,FACT_FO,TARGET
9327,24,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,Развлечения/Искусство,Специалист,Участие в основ. деятельности,6.0,от 20000 до 50000 руб.,10000.0,УФО,0
9328,25,1,Высшее,Не состоял в браке,0,0,1,0,1,0,Энергетика,Специалист,Участие в основ. деятельности,84.0,от 20000 до 50000 руб.,10000.0,СФО,0
9329,24,1,Высшее,Состою в браке,0,0,1,0,0,0,Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,15000.0,ДФО,0
9330,42,1,Среднее,Не состоял в браке,2,2,1,0,0,0,Строительство,Специалист,Участие в основ. деятельности,72.0,от 5000 до 10000 руб.,10000.0,СЗФО,0
9332,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,12000.0,СЗФО,0
9333,24,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,168.0,от 20000 до 50000 руб.,15000.0,ЦФО,1
9334,41,1,Высшее,Состою в браке,1,1,1,0,1,0,Образование,Специалист,Участие в основ. деятельности,240.0,от 10000 до 20000 руб.,8000.0,ПФО,0
9335,25,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,18.0,от 20000 до 50000 руб.,7000.0,ЮФО,0
9336,22,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Образование,Руководитель низшего звена,Участие в основ. деятельности,18.0,от 5000 до 10000 руб.,5600.0,ЦФО,0
9337,25,1,Высшее,Разведен(а),1,1,1,0,1,0,Торговля,Служащий,Участие в основ. деятельности,48.0,от 10000 до 20000 руб.,13000.0,ПФО,0
9338,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,3.0,от 20000 до 50000 руб.,12000.0,ДФО,0
9339,40,1,Высшее,Разведен(а),1,0,1,0,0,0,Наука,Руководитель высшего звена,Участие в основ. деятельности,192.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
9341,33,1,Высшее,Состою в браке,1,1,1,0,1,0,Государственная служба,Служащий,Участие в основ. деятельности,96.0,от 10000 до 20000 руб.,11000.0,ЦФО,0
9342,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
9343,26,1,Среднее специальное,Состою в браке,2,2,1,0,0,1,Наука,Рабочий,Адм-хоз. и трансп. службы,40.0,от 10000 до 20000 руб.,5000.0,ЮФО,0
9344,26,1,Среднее специальное,Гражданский брак,0,0,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,36.0,от 5000 до 10000 руб.,5000.0,ЦФО,0
9345,24,1,Высшее,Разведен(а),0,0,1,0,0,0,Торговля,Специалист,Кадровая служба и секретариат,3.0,от 20000 до 50000 руб.,28000.0,ЦФО,0
9346,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,1,0,Другие сферы,Рабочий,Участие в основ. деятельности,12.0,свыше 50000 руб.,20000.0,СЗФО,0
9347,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Рабочий,Вспомогательный техперсонал,3.0,от 10000 до 20000 руб.,5000.0,ЦФО,0
9348,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,11.0,от 20000 до 50000 руб.,12000.0,СФО,0
9350,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,50.0,от 20000 до 50000 руб.,9000.0,СЗФО,0
9351,57,1,Среднее специальное,Состою в браке,0,0,1,1,0,0,Транспорт,Рабочий,Участие в основ. деятельности,6.0,от 20000 до 50000 руб.,17000.0,ДФО,0
9352,26,1,Высшее,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Руководитель среднего звена,Участие в основ. деятельности,60.0,от 10000 до 20000 руб.,10000.0,ЮФО,0
9353,26,1,Неоконченное высшее,Гражданский брак,1,1,1,0,1,0,Образование,Другое,Вспомогательный техперсонал,36.0,от 10000 до 20000 руб.,6000.0,УФО,0
9354,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,15.0,от 10000 до 20000 руб.,15000.0,СЗФО,0
9355,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,38.0,от 10000 до 20000 руб.,6000.0,ПФО,0
9356,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,6500.0,ЦФО,0
9357,46,1,Среднее специальное,Состою в браке,2,0,1,0,0,0,Здравоохранение,Рабочий,Участие в основ. деятельности,240.0,от 10000 до 20000 руб.,8000.0,СФО,0
9358,25,1,Высшее,Состою в браке,0,0,1,0,0,0,Другие сферы,Рабочий,Вспомогательный техперсонал,36.0,от 10000 до 20000 руб.,9000.0,СФО,0
9359,26,1,Высшее,Состою в браке,1,1,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,6000.0,ПФО,0
9360,51,1,Среднее,Состою в браке,2,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Вспомогательный техперсонал,276.0,от 10000 до 20000 руб.,12000.0,ЦФО,0
9361,50,1,Среднее,Состою в браке,0,0,1,0,0,0,Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,204.0,от 10000 до 20000 руб.,10000.0,ПФО,0
9362,26,1,Высшее,Состою в браке,0,0,1,0,0,1,Государственная служба,Специалист,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,15000.0,ПФО,0
9363,23,1,Неоконченное высшее,Разведен(а),1,1,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,29.0,от 10000 до 20000 руб.,12000.0,УФО,0
9364,25,1,Среднее,Разведен(а),1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,10.0,от 5000 до 10000 руб.,6500.0,СФО,0
9365,24,1,Высшее,Состою в браке,0,0,1,0,0,0,Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,7000.0,ЮФО,0
9366,25,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,Адм-хоз. и трансп. службы,24.0,от 5000 до 10000 руб.,7000.0,ПФО,0
9367,26,1,Среднее,Не состоял в браке,1,1,1,0,1,0,Сельское хозяйство,Рабочий,Участие в основ. деятельности,48.0,от 5000 до 10000 руб.,6700.0,ЦФО,0
9368,22,1,Высшее,Не состоял в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,6.0,от 20000 до 50000 руб.,30000.0,СЗФО,0
9370,25,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,Торговля,Работник сферы услуг,Вспомогательный техперсонал,180.0,от 10000 до 20000 руб.,7000.0,СКФО,0
9372,44,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Энергетика,Служащий,Вспомогательный техперсонал,24.0,от 10000 до 20000 руб.,11000.0,ПФО,0
9373,26,1,Среднее,Состою в браке,1,1,1,0,0,1,Торговля,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,5000.0,СФО,0
9374,26,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,5000.0,ЦФО,0
9375,26,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",8.0,от 10000 до 20000 руб.,10000.0,УФО,0
9376,24,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,16.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
9377,25,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Салоны красоты и здоровья,Работник сферы услуг,Участие в основ. деятельности,72.0,от 20000 до 50000 руб.,15000.0,ЮФО,0
9378,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Информационные услуги,Служащий,Участие в основ. деятельности,15.0,от 10000 до 20000 руб.,12000.0,ЦФО,1
9379,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,12000.0,ДФО,0
9380,53,1,Среднее специальное,Состою в браке,1,0,1,0,1,0,Государственная служба,Рабочий,Участие в основ. деятельности,300.0,от 20000 до 50000 руб.,15000.0,СФО,0
9381,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,12.0,от 5000 до 10000 руб.,10000.0,ЦФО,0
9382,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,6.0,от 5000 до 10000 руб.,5200.0,ПФО,0
9383,25,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,12000.0,ПФО,0
9384,35,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,96.0,от 20000 до 50000 руб.,10000.0,ПФО,0
9385,26,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Служащий,Участие в основ. деятельности,96.0,от 10000 до 20000 руб.,12000.0,ЮФО,0
9386,26,1,Высшее,Состою в браке,0,0,1,0,0,0,Торговля,Руководитель высшего звена,Участие в основ. деятельности,1.0,от 20000 до 50000 руб.,30000.0,СФО,0
9388,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,45.0,от 20000 до 50000 руб.,14000.0,СФО,0
9389,25,1,Среднее,Состою в браке,1,0,1,0,0,0,Сельское хозяйство,Рабочий,Вспомогательный техперсонал,36.0,от 5000 до 10000 руб.,10000.0,ЮФО,0
9390,54,1,Высшее,Состою в браке,1,1,1,0,0,0,Наука,Высококвалифиц. специалист,Участие в основ. деятельности,240.0,от 20000 до 50000 руб.,12600.0,ЦФО,0
9391,26,1,Высшее,Состою в браке,0,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Другое,Участие в основ. деятельности,27.0,от 10000 до 20000 руб.,9000.0,СФО,0
9392,26,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,2.0,от 20000 до 50000 руб.,4500.0,ЮФО,0
9393,26,1,Среднее,Состою в браке,1,1,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
9394,24,1,Неоконченное высшее,Состою в браке,1,1,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,13000.0,ЦФО,1
9395,63,1,Среднее специальное,Разведен(а),1,0,1,0,1,0,Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,60.0,от 10000 до 20000 руб.,8000.0,ПФО,0
9396,46,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,108.0,от 10000 до 20000 руб.,9800.0,СФО,0
9397,26,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,8000.0,ЦФО,0
9398,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,СМИ/Реклама/PR-агенства,Другое,Участие в основ. деятельности,30.0,от 20000 до 50000 руб.,16000.0,ДФО,0
9400,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,48.0,от 10000 до 20000 руб.,14000.0,ЦФО,0
9401,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Служащий,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,13000.0,СФО,0
9402,24,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,10000.0,СЗФО,0
9403,32,1,Среднее специальное,Разведен(а),1,1,1,0,1,0,Другие сферы,Специалист,Вспомогательный техперсонал,12.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
9404,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Информационные услуги,Рабочий,Участие в основ. деятельности,8.0,от 10000 до 20000 руб.,11000.0,ЦФО,0
9405,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
9406,26,1,Высшее,Состою в браке,0,0,1,0,0,0,Торговля,Рабочий,"Бухгалтерия, финансы, планир.",5.0,от 10000 до 20000 руб.,9000.0,СФО,0
9407,26,0,Высшее,Состою в браке,1,1,1,0,0,0,Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,48.0,от 20000 до 50000 руб.,16000.0,ЦФО,0
9408,26,1,Высшее,Разведен(а),1,1,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,18.0,от 5000 до 10000 руб.,15000.0,ЦФО,0
9409,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,18.0,от 5000 до 10000 руб.,6000.0,ЦФО,0
9410,43,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,60.0,от 5000 до 10000 руб.,8000.0,ПФО,0
9411,48,0,Среднее,Состою в браке,0,0,1,0,1,1,Строительство,Специалист,Участие в основ. деятельности,240.0,от 20000 до 50000 руб.,12000.0,СЗФО,0
9412,26,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,8000.0,ЦФО,0
9413,22,1,Среднее,Состою в браке,1,1,1,0,0,0,СМИ/Реклама/PR-агенства,Специалист,Участие в основ. деятельности,7.0,от 10000 до 20000 руб.,5000.0,ПФО,0
9414,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,30.0,от 20000 до 50000 руб.,7000.0,ЦФО,0
9415,22,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,5.0,от 20000 до 50000 руб.,13000.0,СЗФО,0
9416,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Работник сферы услуг,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,15000.0,ПФО,0
9417,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Служащий,Участие в основ. деятельности,6.0,до 5000 руб.,4000.0,ПФО,0
9418,33,1,Высшее,Состою в браке,2,2,1,0,1,0,Наука,Специалист,"Бухгалтерия, финансы, планир.",36.0,от 10000 до 20000 руб.,7000.0,СЗФО,0
9419,26,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,46.0,от 20000 до 50000 руб.,28000.0,ПФО,0
9420,23,1,Высшее,Не состоял в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,15000.0,ДФО,0
9421,23,1,Неоконченное высшее,Состою в браке,0,0,1,0,1,0,Другие сферы,Рабочий,Участие в основ. деятельности,14.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
9422,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,26.0,от 5000 до 10000 руб.,6000.0,ЦФО,0
9423,23,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,5.0,от 20000 до 50000 руб.,10000.0,ДФО,0
9424,24,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Торговля,Рабочий,Снабжение и сбыт,10.0,от 5000 до 10000 руб.,8000.0,ПФО,0
9425,23,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,9000.0,ЮФО,0
9426,24,1,Среднее,Состою в браке,1,1,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,8500.0,ЦФО,0
9427,25,1,Высшее,Состою в браке,1,1,1,0,1,0,Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,18.0,от 20000 до 50000 руб.,10000.0,ПФО,0
9428,26,1,Среднее,Состою в браке,1,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,10000.0,ЮФО,0
9429,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,60.0,от 10000 до 20000 руб.,15000.0,УФО,1
9430,25,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,12000.0,СФО,0
9431,25,1,Среднее,Состою в браке,1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,36.0,от 10000 до 20000 руб.,12000.0,СФО,1
9432,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,42.0,от 10000 до 20000 руб.,8000.0,ДФО,0
9433,25,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,1,0,Развлечения/Искусство,Специалист,Участие в основ. деятельности,25.0,от 10000 до 20000 руб.,8000.0,СФО,0
9434,22,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Другое,Участие в основ. деятельности,8.0,от 10000 до 20000 руб.,7000.0,ЦФО,0
9435,26,1,Высшее,Состою в браке,0,0,1,0,0,0,Государственная служба,Специалист,Юридическая служба,28.0,от 10000 до 20000 руб.,12000.0,ПФО,0
9436,23,1,Неоконченное высшее,Не состоял в браке,1,1,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,11500.0,ЦФО,0
9437,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Служащий,Вспомогательный техперсонал,2.0,от 10000 до 20000 руб.,10000.0,ПФО,0
9439,26,1,Среднее,Состою в браке,1,1,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,15000.0,СЗФО,0
9440,24,1,Высшее,Не состоял в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,10.0,от 10000 до 20000 руб.,12000.0,ЦФО,0
9441,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,18.0,от 20000 до 50000 руб.,12000.0,СФО,0
9442,26,1,Среднее специальное,Разведен(а),1,1,1,0,1,1,Здравоохранение,Специалист,Вспомогательный техперсонал,60.0,от 20000 до 50000 руб.,25000.0,УФО,0
9443,25,1,Высшее,Не состоял в браке,0,0,1,0,1,0,Другие сферы,Специалист,Участие в основ. деятельности,2.0,от 20000 до 50000 руб.,9000.0,СЗФО,0
9444,24,1,Высшее,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Специалист,"Бухгалтерия, финансы, планир.",24.0,от 10000 до 20000 руб.,5000.0,ЦФО,0
9445,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,13.0,от 10000 до 20000 руб.,12000.0,СФО,0
9446,25,1,Среднее,Состою в браке,1,1,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,19.0,от 10000 до 20000 руб.,15000.0,ПФО,0
9447,24,1,Среднее,Не состоял в браке,1,1,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,12000.0,СЗФО,0
9448,25,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Работник сферы услуг,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,8000.0,СКФО,0
9449,25,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,8000.0,ПФО,0
9450,22,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,6500.0,ЦФО,0
9451,24,1,Неоконченное высшее,Состою в браке,1,1,1,0,1,0,Строительство,Специалист,Участие в основ. деятельности,15.0,от 20000 до 50000 руб.,15000.0,СФО,0
9452,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,8.0,от 10000 до 20000 руб.,16000.0,СЗФО,0
9453,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Работник сферы услуг,Участие в основ. деятельности,25.0,от 10000 до 20000 руб.,6000.0,СКФО,0
9454,58,1,Среднее,Состою в браке,1,1,1,1,1,0,Здравоохранение,Специалист,Вспомогательный техперсонал,72.0,от 10000 до 20000 руб.,10000.0,СФО,0
9455,30,1,Среднее,Разведен(а),1,1,1,0,0,1,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,108.0,от 20000 до 50000 руб.,45000.0,СФО,0
9456,23,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Здравоохранение,Служащий,Участие в основ. деятельности,6.0,от 20000 до 50000 руб.,6000.0,СЗФО,0
9457,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,65.0,от 20000 до 50000 руб.,16000.0,СФО,0
9458,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,13000.0,СФО,0
9459,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,8000.0,СКФО,0
9460,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Информационные услуги,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,11000.0,ЦФО,0
9461,26,1,Высшее,Не состоял в браке,0,0,1,0,1,0,Другие сферы,Рабочий,Вспомогательный техперсонал,12.0,от 10000 до 20000 руб.,10500.0,ПФО,0
9462,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,10500.0,СЗФО,0
9463,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,17000.0,ПФО,0
9464,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,10000.0,УФО,0
9465,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
9466,35,1,Среднее,Состою в браке,2,2,1,0,0,0,Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,120.0,от 10000 до 20000 руб.,9000.0,УФО,0
9467,23,1,Среднее,Состою в браке,1,1,1,0,0,0,Торговля,Рабочий,Адм-хоз. и трансп. службы,48.0,от 10000 до 20000 руб.,5000.0,ПФО,0
9468,25,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,Торговля,Работник сферы услуг,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,8000.0,ПФО,0
9469,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,48.0,от 10000 до 20000 руб.,100000.0,СЗФО,0
9470,24,1,Неоконченное высшее,Состою в браке,0,0,1,0,1,0,Другие сферы,Специалист,Участие в основ. деятельности,1.0,от 20000 до 50000 руб.,10000.0,ПФО,0
9471,23,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Наука,Специалист,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,5000.0,ЮФО,1
9472,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Сельское хозяйство,Специалист,Снабжение и сбыт,6.0,от 5000 до 10000 руб.,6000.0,ЦФО,0
9473,26,1,Высшее,Состою в браке,1,1,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,40.0,от 10000 до 20000 руб.,6000.0,ЮФО,0
9474,26,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,Другие сферы,Рабочий,Снабжение и сбыт,70.0,от 20000 до 50000 руб.,15000.0,СФО,0
9475,23,1,Среднее специальное,Гражданский брак,0,0,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,14000.0,СЗФО,0
9476,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,6000.0,ЦФО,0
9477,24,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Специалист,"Бухгалтерия, финансы, планир.",48.0,от 10000 до 20000 руб.,8000.0,ЮФО,0
9478,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,7.0,от 5000 до 10000 руб.,7000.0,СФО,0
9479,25,1,Высшее,Состою в браке,2,2,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,1.0,от 20000 до 50000 руб.,10000.0,СФО,0
9480,38,0,Высшее,Состою в браке,2,2,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,168.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
9481,25,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,Салоны красоты и здоровья,Работник сферы услуг,Участие в основ. деятельности,14.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
9482,24,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,от 5000 до 10000 руб.,5000.0,УФО,0
9483,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,9.0,от 5000 до 10000 руб.,7000.0,СФО,0
9484,25,1,Высшее,Состою в браке,1,1,1,0,0,0,Строительство,Специалист,Кадровая служба и секретариат,6.0,от 10000 до 20000 руб.,15000.0,ЦФО,0
9485,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,1,0,Здравоохранение,Рабочий,Участие в основ. деятельности,48.0,от 20000 до 50000 руб.,25000.0,ЦФО,0
9486,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,1,1,Здравоохранение,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,10000.0,ПФО,1
9487,43,1,Среднее,Не состоял в браке,0,0,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,7500.0,УФО,0
